,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat
929,3,26,55,1,13,61.0,1,26,0.0,0,2,3
930,2,39,44,1,14,418.0,4,18,0.0,0,2,4
931,2,72,53,0,12,152.0,2,32,0.0,1,1,4
932,2,4,39,0,11,38.0,4,1,0.0,0,2,4
933,2,54,50,1,5,151.0,4,20,0.0,0,3,3
934,1,34,40,1,21,23.0,4,9,0.0,1,3,4
935,1,20,25,1,4,33.0,4,0,0.0,1,3,1
936,3,14,49,0,4,26.0,1,8,0.0,0,1,1
937,1,61,59,0,26,89.0,1,40,1.0,1,1,3
938,2,4,24,0,2,25.0,4,0,0.0,0,1,1
939,3,16,48,0,25,59.0,2,13,0.0,0,2,3
940,1,13,41,0,9,55.0,2,12,0.0,1,3,1
941,2,53,37,1,18,25.0,3,6,0.0,1,2,2
942,2,58,36,1,13,39.0,2,8,0.0,1,7,4
943,2,25,38,1,19,56.0,1,19,0.0,1,2,3
944,1,71,61,1,19,155.0,3,30,0.0,0,2,3
945,1,22,33,1,13,119.0,5,0,0.0,1,4,4
946,1,46,48,1,15,64.0,3,20,0.0,0,2,3
947,3,66,50,1,2,333.0,5,24,0.0,0,2,2
948,1,69,58,1,29,26.0,2,7,0.0,1,3,4
949,2,38,49,1,3,33.0,4,11,0.0,0,4,2
950,3,16,35,0,7,46.0,3,3,0.0,0,1,1
951,3,44,39,1,8,41.0,2,8,0.0,0,4,4
952,1,50,50,0,24,31.0,1,8,0.0,0,1,3
953,3,10,23,0,1,29.0,4,0,0.0,1,1,4
954,2,7,41,0,6,94.0,2,16,0.0,0,1,4
955,3,71,48,0,25,288.0,3,19,0.0,0,1,1
956,3,16,39,1,5,31.0,1,4,0.0,1,5,1
957,3,6,20,0,0,25.0,2,0,0.0,1,2,3
958,2,46,55,0,24,269.0,2,35,0.0,0,1,3
959,3,51,49,1,13,203.0,3,27,0.0,0,4,3
960,3,5,34,0,12,22.0,2,2,0.0,0,2,1
961,2,49,54,1,23,25.0,2,1,0.0,1,4,1
962,3,49,51,1,14,222.0,5,16,0.0,0,2,2
963,1,26,30,1,4,76.0,3,7,0.0,0,2,1
964,3,22,39,0,4,55.0,2,17,0.0,1,1,4
965,3,51,45,1,4,46.0,3,6,0.0,0,2,4
966,1,19,27,1,7,56.0,4,1,0.0,0,4,4
967,1,9,36,0,1,79.0,3,11,0.0,1,5,3
968,3,15,25,1,0,51.0,3,2,0.0,1,2,1
969,2,57,63,0,19,61.0,1,27,0.0,0,1,3
970,3,48,45,0,15,41.0,1,10,0.0,1,2,1
971,2,9,53,1,20,50.0,2,13,0.0,1,2,1
972,1,61,52,0,21,82.0,1,18,0.0,0,1,3
973,3,72,53,0,34,108.0,1,23,0.0,0,1,3
974,3,57,60,0,20,14.0,2,27,1.0,1,1,3
975,2,57,51,0,10,46.0,1,13,0.0,0,1,2
976,1,37,60,1,0,46.0,1,20,0.0,0,3,3
977,3,45,51,0,13,146.0,4,16,0.0,0,2,1
978,3,45,39,1,15,36.0,1,11,0.0,1,5,1
979,2,55,44,0,24,83.0,1,23,0.0,1,1,3
980,2,24,27,0,2,17.0,3,3,0.0,0,5,2
981,3,1,20,0,1,18.0,3,0,0.0,0,1,1
982,2,34,23,1,3,24.0,1,7,0.0,1,4,3
983,3,14,37,1,5,48.0,3,1,0.0,1,4,1
984,3,6,32,0,10,47.0,1,10,0.0,0,1,3
985,3,24,30,0,0,25.0,4,5,0.0,0,2,4
986,2,3,26,1,6,59.0,4,0,0.0,1,3,4
987,1,4,30,0,1,45.0,4,6,0.0,0,3,4
988,1,72,40,1,19,163.0,4,15,0.0,0,2,2
989,1,44,56,0,4,63.0,2,6,0.0,1,1,3
990,1,50,43,0,6,27.0,3,4,0.0,0,1,3
991,2,61,50,1,16,190.0,2,22,0.0,1,2,2
992,1,34,52,1,2,106.0,2,19,0.0,0,2,3
993,3,26,54,1,30,26.0,3,1,0.0,1,2,4
994,1,15,46,1,17,63.0,5,1,0.0,0,2,4
995,3,10,39,0,0,27.0,3,0,0.0,1,3,1
996,1,7,34,0,2,22.0,5,5,0.0,1,1,1
997,3,67,59,0,40,944.0,5,33,0.0,1,1,4
998,3,70,49,0,18,87.0,2,22,0.0,1,1,3
999,3,50,36,1,7,39.0,3,3,0.0,1,3,2
